CustomerID,Gender,Age,Partner,Dependents,TenureYears,ContractType,PaymentMethod,InternetService,MonthlyCharges,TotalCharges,TechSupport,PaperlessBilling,Churn
CUST02177,Female,57,Yes,Yes,2.0,Month-to-Month,Mailed Check,DSL,54.85,1237.42,Yes,No,Yes
CUST02178,Female,27,No,No,5.8,Month-to-Month,Bank Transfer,No,36.24,2588.02,No,Yes,No
CUST02179,Male,36,No,Yes,2.4,Month-to-Month,Mailed Check,Fiber Optic,96.18,2469.4,Yes,No,No
CUST02180,Female,20,No,Yes,1.6,Month-to-Month,Electronic Check,DSL,40.13,874.63,No,No,No
CUST02181,Female,41,No,No,0.3,Two Year,Bank Transfer,DSL,52.44,267.17,No,No,No
CUST02182,Male,22,Yes,Yes,1.5,Month-to-Month,Credit Card,DSL,49.73,999.05,No,No,No
CUST02183,Male,20,Yes,No,4.0,One Year,Credit Card,DSL,48.81,2301.37,Yes,Yes,No
CUST02184,Female,44,No,Yes,7.6,Month-to-Month,Electronic Check,Fiber Optic,87.13,7873.37,Yes,Yes,Yes
CUST02185,Male,33,No,No,0.9,Month-to-Month,Electronic Check,DSL,55.26,509.84,No,Yes,No
CUST02186,Male,66,Yes,No,1.3,Month-to-Month,Credit Card,DSL,46.02,771.44,No,No,No
CUST02187,Male,32,Yes,No,0.5,One Year,Electronic Check,Fiber Optic,75.63,400.6,No,No,No
CUST02188,Female,52,No,Yes,3.5,Month-to-Month,Electronic Check,Fiber Optic,88.69,3581.93,No,No,Yes
CUST02189,Female,29,Yes,Yes,9.7,Month-to-Month,Electronic Check,DSL,46.27,5352.78,Yes,No,No
CUST02190,Male,58,Yes,Yes,3.1,One Year,Mailed Check,DSL,49.44,1875.93,No,Yes,Yes
CUST02191,Female,70,No,No,2.9,One Year,Credit Card,DSL,62.39,2013.43,No,Yes,No
CUST02192,Male,61,No,No,2.4,Month-to-Month,Electronic Check,Fiber Optic,86.38,2323.38,No,Yes,Yes
CUST02193,Female,43,No,Yes,0.3,One Year,Electronic Check,DSL,67.38,424.49,No,No,No
CUST02194,Male,64,Yes,Yes,3.9,One Year,Mailed Check,Fiber Optic,84.14,3785.34,Yes,No,No
CUST02195,Male,51,No,Yes,2.8,One Year,Credit Card,DSL,72.86,2659.15,No,Yes,No
CUST02196,Female,40,No,No,3.2,Month-to-Month,Bank Transfer,DSL,53.53,1999.12,No,No,Yes
CUST02197,Male,48,No,No,6.9,Month-to-Month,Credit Card,Fiber Optic,94.58,7574.99,Yes,Yes,No
CUST02198,Female,67,No,No,4.6,Month-to-Month,Credit Card,DSL,48.28,2797.41,Yes,Yes,No
CUST02199,Female,37,Yes,No,4.6,Two Year,Credit Card,DSL,49.8,2922.71,No,Yes,No
CUST02200,Male,29,Yes,No,7.9,Month-to-Month,Mailed Check,DSL,68.53,6417.42,Yes,Yes,No
CUST02201,Male,40,Yes,Yes,13.8,Two Year,Credit Card,DSL,49.44,8294.91,No,No,No
CUST02202,Female,21,Yes,Yes,2.6,Month-to-Month,Bank Transfer,Fiber Optic,83.26,2614.92,Yes,Yes,No
CUST02203,Male,40,No,No,0.3,Month-to-Month,Electronic Check,DSL,49.71,194.63,No,Yes,Yes
CUST02204,Male,65,No,No,1.8,Month-to-Month,Credit Card,No,39.0,866.77,No,No,No
CUST02205,Male,72,No,No,4.6,Month-to-Month,Mailed Check,No,20.33,1122.8,Yes,No,No
CUST02206,Male,65,No,No,0.1,Two Year,Credit Card,Fiber Optic,95.46,134.09,No,No,No
CUST02207,Male,18,Yes,No,0.2,Two Year,Credit Card,DSL,56.96,137.39,No,Yes,No
CUST02208,Female,71,Yes,No,0.2,One Year,Bank Transfer,No,31.49,39.3,Yes,Yes,Yes
CUST02209,Female,42,Yes,No,3.9,One Year,Bank Transfer,DSL,54.54,2475.25,Yes,Yes,Yes
CUST02210,Male,19,Yes,No,2.1,One Year,Mailed Check,DSL,65.01,1488.75,No,Yes,No
CUST02211,Male,47,Yes,Yes,1.4,Two Year,Mailed Check,DSL,53.25,693.77,No,No,Yes
CUST02212,Male,20,No,No,0.3,Month-to-Month,Mailed Check,No,24.31,83.08,No,Yes,No
CUST02213,Female,38,No,No,4.0,One Year,Mailed Check,DSL,59.16,2740.11,No,Yes,No
CUST02214,Male,42,Yes,No,1.2,One Year,Mailed Check,No,29.32,326.14,Yes,No,No
CUST02215,Female,37,Yes,No,0.9,Two Year,Electronic Check,DSL,70.69,647.18,No,No,No
CUST02216,Female,66,No,No,3.2,Two Year,Electronic Check,No,37.29,1392.49,No,Yes,No
CUST02217,Female,69,Yes,Yes,2.5,Two Year,Mailed Check,No,32.77,947.22,No,Yes,No
CUST02218,Male,39,No,No,1.4,One Year,Mailed Check,No,41.47,812.27,No,Yes,No
CUST02219,Female,38,No,Yes,3.1,Month-to-Month,Electronic Check,Fiber Optic,73.39,2642.86,No,Yes,No
CUST02220,Male,50,No,No,0.9,Month-to-Month,Bank Transfer,No,34.49,472.19,No,Yes,No
CUST02221,Female,69,Yes,No,4.8,One Year,Electronic Check,No,30.82,1728.74,No,No,No
CUST02222,Male,55,No,Yes,0.8,One Year,Mailed Check,DSL,53.37,563.85,No,Yes,No
CUST02223,Female,32,Yes,Yes,0.5,Month-to-Month,Bank Transfer,Fiber Optic,82.75,330.91,No,Yes,No
CUST02224,Male,63,No,No,4.6,Month-to-Month,Mailed Check,Fiber Optic,93.91,5505.82,No,Yes,Yes
CUST02225,Female,69,Yes,No,3.7,Month-to-Month,Credit Card,DSL,40.11,1879.07,No,No,No
CUST02226,Male,32,Yes,Yes,0.6,Two Year,Bank Transfer,Fiber Optic,88.78,772.15,Yes,No,Yes
CUST02227,Male,63,No,No,0.4,Month-to-Month,Mailed Check,DSL,43.56,381.34,No,No,Yes
CUST02228,Male,42,No,No,5.5,One Year,Electronic Check,Fiber Optic,83.04,5625.36,No,Yes,No
CUST02229,Male,38,No,Yes,4.5,Month-to-Month,Mailed Check,DSL,54.6,2996.15,No,No,No
CUST02230,Female,41,No,No,1.2,Month-to-Month,Electronic Check,DSL,67.93,794.1,Yes,Yes,Yes
CUST02231,Female,74,No,No,3.2,Two Year,Bank Transfer,DSL,50.73,1709.02,Yes,Yes,No
CUST02232,Male,22,Yes,No,0.4,Month-to-Month,Electronic Check,No,30.43,67.3,Yes,No,No
CUST02233,Female,23,No,No,2.1,Month-to-Month,Bank Transfer,DSL,45.17,985.92,Yes,No,Yes
CUST02234,Male,66,No,Yes,0.1,Month-to-Month,Mailed Check,No,34.05,0.0,Yes,No,Yes
CUST02235,Male,60,No,Yes,1.5,Month-to-Month,Electronic Check,Fiber Optic,74.35,1501.06,No,No,Yes
CUST02236,Female,65,No,Yes,0.2,One Year,Bank Transfer,Fiber Optic,70.77,18.87,No,Yes,No
CUST02237,Male,61,Yes,No,1.9,Month-to-Month,Bank Transfer,DSL,42.93,939.07,No,Yes,No
CUST02238,Male,64,No,No,1.6,One Year,Bank Transfer,DSL,52.73,1018.4,Yes,Yes,No
CUST02239,Female,40,Yes,No,1.8,Month-to-Month,Credit Card,Fiber Optic,83.13,1810.92,No,Yes,No
CUST02240,Male,21,Yes,No,0.1,Two Year,Bank Transfer,DSL,64.08,0.84,No,No,Yes
CUST02241,Male,44,No,No,1.3,Two Year,Mailed Check,Fiber Optic,97.18,1746.94,Yes,Yes,Yes
CUST02242,Male,35,Yes,No,4.2,Two Year,Mailed Check,No,41.98,2118.07,No,No,No
CUST02243,Male,38,No,No,1.4,Two Year,Mailed Check,DSL,64.21,1100.59,No,No,No
CUST02244,Female,45,Yes,Yes,3.8,Month-to-Month,Bank Transfer,Fiber Optic,101.6,5136.17,No,Yes,No
CUST02245,Female,52,Yes,Yes,1.4,Month-to-Month,Mailed Check,No,33.64,682.08,No,Yes,Yes
CUST02246,Female,39,No,No,1.7,One Year,Bank Transfer,No,33.76,689.98,Yes,Yes,No
CUST02247,Male,57,No,No,2.5,Month-to-Month,Bank Transfer,No,44.62,1387.25,No,No,Yes
CUST02248,Male,40,No,No,9.0,Month-to-Month,Bank Transfer,No,21.09,2238.33,Yes,No,No
CUST02249,Female,20,No,No,0.3,Month-to-Month,Credit Card,DSL,62.52,0.0,No,Yes,Yes
CUST02250,Male,57,No,Yes,0.1,Month-to-Month,Electronic Check,No,29.62,75.93,No,No,Yes
CUST02251,Male,67,Yes,No,2.8,One Year,Mailed Check,No,40.67,1280.38,Yes,No,Yes
CUST02252,Male,27,Yes,No,8.9,Month-to-Month,Credit Card,Fiber Optic,94.45,10194.34,Yes,No,No
CUST02253,Male,42,Yes,No,13.7,Month-to-Month,Mailed Check,Fiber Optic,83.69,14117.32,Yes,Yes,No
CUST02254,Female,69,No,No,2.0,One Year,Credit Card,Fiber Optic,75.36,1525.92,Yes,Yes,No
CUST02255,Female,66,No,No,1.9,Month-to-Month,Electronic Check,DSL,65.8,1200.24,Yes,Yes,No
CUST02256,Female,25,Yes,No,3.1,Two Year,Electronic Check,DSL,51.21,1811.12,No,Yes,No
CUST02257,Male,72,No,No,2.4,Month-to-Month,Electronic Check,Fiber Optic,85.97,2615.19,No,Yes,No
CUST02258,Female,28,No,No,3.0,One Year,Electronic Check,Fiber Optic,76.05,2927.92,No,Yes,No
CUST02259,Female,22,Yes,No,6.2,Month-to-Month,Bank Transfer,Fiber Optic,82.12,6242.18,No,No,No
CUST02260,Male,62,Yes,Yes,4.1,Month-to-Month,Mailed Check,DSL,63.13,3142.36,No,Yes,No
CUST02261,Male,70,No,Yes,2.1,Month-to-Month,Mailed Check,Fiber Optic,88.08,2222.62,No,No,No
CUST02262,Female,72,No,Yes,1.9,Month-to-Month,Mailed Check,DSL,48.99,1129.09,Yes,No,No
CUST02263,Female,54,No,Yes,3.1,Two Year,Bank Transfer,DSL,39.97,1581.53,No,No,No
CUST02264,Female,73,Yes,No,1.8,One Year,Mailed Check,Fiber Optic,90.51,1838.32,Yes,Yes,No
CUST02265,Female,62,No,No,1.8,Month-to-Month,Electronic Check,Fiber Optic,81.68,1771.05,Yes,Yes,Yes
CUST02266,Male,55,Yes,Yes,0.0,Month-to-Month,Mailed Check,DSL,56.4,0.0,No,Yes,Yes
CUST02267,Female,46,Yes,Yes,0.6,Month-to-Month,Mailed Check,Fiber Optic,83.91,664.39,No,Yes,No
CUST02268,Female,22,No,Yes,2.0,Month-to-Month,Credit Card,Fiber Optic,81.6,1961.3,No,No,No
CUST02269,Male,26,Yes,No,5.2,Month-to-Month,Bank Transfer,Fiber Optic,89.96,6078.81,No,Yes,No
CUST02270,Female,65,No,No,1.0,Two Year,Electronic Check,Fiber Optic,78.05,705.93,Yes,Yes,No
CUST02271,Male,19,Yes,No,2.2,Month-to-Month,Electronic Check,DSL,56.2,1588.96,No,Yes,Yes
CUST02272,Male,18,No,No,1.3,One Year,Electronic Check,Fiber Optic,88.32,1287.26,Yes,Yes,No
CUST02273,Male,57,No,Yes,0.3,One Year,Mailed Check,No,40.78,214.05,Yes,No,Yes
CUST02274,Female,68,Yes,No,9.5,Two Year,Electronic Check,Fiber Optic,85.42,9865.51,Yes,No,No
CUST02275,Female,47,No,Yes,5.8,Month-to-Month,Electronic Check,No,20.46,1412.52,No,No,No
CUST02276,Male,28,Yes,No,0.2,One Year,Credit Card,Fiber Optic,90.4,30.46,No,Yes,Yes
CUST02277,Female,45,No,No,3.8,Two Year,Mailed Check,Fiber Optic,77.9,3387.42,No,No,No
CUST02278,Female,61,Yes,No,1.3,Month-to-Month,Credit Card,No,24.64,389.55,No,No,No
CUST02279,Male,29,Yes,No,15.0,Month-to-Month,Bank Transfer,Fiber Optic,81.0,14463.07,No,No,No
CUST02280,Male,56,Yes,No,1.1,Two Year,Mailed Check,No,28.52,363.36,No,Yes,No
CUST02281,Female,43,Yes,Yes,0.8,One Year,Credit Card,Fiber Optic,95.34,678.57,No,Yes,No
CUST02282,Male,30,No,Yes,2.5,Month-to-Month,Bank Transfer,No,35.22,1092.24,No,Yes,Yes
CUST02283,Female,25,Yes,No,5.4,One Year,Credit Card,Fiber Optic,76.2,4801.72,No,No,No
CUST02284,Female,71,Yes,No,0.6,Month-to-Month,Bank Transfer,No,42.1,268.06,No,No,Yes
CUST02285,Female,45,Yes,Yes,3.7,Month-to-Month,Electronic Check,DSL,63.49,2985.98,No,Yes,No
CUST02286,Female,47,Yes,No,0.2,Month-to-Month,Electronic Check,Fiber Optic,88.33,238.2,No,Yes,Yes
CUST02287,Male,26,No,No,7.5,Month-to-Month,Mailed Check,No,15.0,1372.67,No,No,No
CUST02288,Male,56,No,No,0.3,One Year,Credit Card,DSL,48.25,81.51,No,No,Yes
CUST02289,Male,48,Yes,No,7.4,One Year,Credit Card,Fiber Optic,85.07,7601.54,No,No,No
CUST02290,Male,38,No,No,2.0,Two Year,Bank Transfer,No,43.24,1075.14,No,No,Yes
CUST02291,Female,73,No,No,1.8,Month-to-Month,Mailed Check,DSL,65.6,1290.35,Yes,Yes,No
CUST02292,Female,64,Yes,No,10.9,Two Year,Electronic Check,Fiber Optic,77.28,10117.2,Yes,Yes,No
CUST02293,Male,51,No,No,13.9,Month-to-Month,Credit Card,Fiber Optic,71.56,11875.62,No,No,No
CUST02294,Female,72,No,No,3.2,Month-to-Month,Bank Transfer,Fiber Optic,83.54,3253.41,Yes,No,Yes
CUST02295,Female,48,No,No,0.4,Two Year,Electronic Check,DSL,56.12,120.88,No,Yes,No
CUST02296,Female,69,No,Yes,2.1,Month-to-Month,Electronic Check,DSL,45.07,1041.17,No,Yes,Yes
CUST02297,Male,42,Yes,Yes,2.3,Month-to-Month,Electronic Check,DSL,48.03,1191.87,Yes,No,No
CUST02298,Male,29,No,No,2.2,Month-to-Month,Bank Transfer,DSL,71.93,1733.43,Yes,Yes,No
CUST02299,Male,18,No,No,2.5,Month-to-Month,Bank Transfer,DSL,52.01,1495.16,No,No,No
CUST02300,Female,72,No,No,0.1,One Year,Electronic Check,Fiber Optic,82.59,183.85,No,No,Yes
CUST02301,Male,39,No,Yes,3.7,Two Year,Bank Transfer,Fiber Optic,107.61,4797.73,Yes,No,No
CUST02302,Male,57,Yes,Yes,3.7,One Year,Electronic Check,Fiber Optic,82.29,3668.32,No,No,No
CUST02303,Male,54,No,No,0.4,Two Year,Electronic Check,DSL,46.91,133.58,No,Yes,No
CUST02304,Male,64,No,Yes,2.5,One Year,Electronic Check,Fiber Optic,79.33,2376.23,Yes,Yes,Yes
CUST02305,Male,18,Yes,Yes,2.5,Two Year,Bank Transfer,DSL,57.33,1864.06,No,Yes,No
CUST02306,Male,18,Yes,No,3.4,Month-to-Month,Mailed Check,No,26.2,1084.47,Yes,No,No
CUST02307,Female,74,No,Yes,0.3,Two Year,Mailed Check,Fiber Optic,83.96,438.39,No,No,Yes
CUST02308,Female,59,Yes,No,3.0,Month-to-Month,Bank Transfer,No,29.66,1037.65,No,Yes,No
CUST02309,Male,71,Yes,No,1.0,Two Year,Credit Card,DSL,80.18,885.33,No,Yes,No
CUST02310,Male,59,Yes,Yes,2.1,Month-to-Month,Bank Transfer,Fiber Optic,90.7,2380.26,No,Yes,Yes
CUST02311,Female,38,Yes,No,4.5,One Year,Credit Card,Fiber Optic,77.39,4033.91,Yes,No,No
CUST02312,Female,32,Yes,No,3.7,One Year,Electronic Check,No,28.61,1263.22,Yes,Yes,No
CUST02313,Male,34,Yes,No,0.4,Two Year,Credit Card,Fiber Optic,91.42,473.02,Yes,No,No
CUST02314,Male,39,Yes,No,2.7,One Year,Electronic Check,Fiber Optic,93.66,2961.54,Yes,No,No
CUST02315,Male,55,No,No,10.4,Month-to-Month,Mailed Check,DSL,42.16,5190.91,No,No,No
CUST02316,Male,52,No,No,0.5,One Year,Electronic Check,Fiber Optic,73.66,346.18,No,No,Yes
CUST02317,Female,62,Yes,No,5.8,Month-to-Month,Credit Card,DSL,58.76,3927.76,Yes,Yes,No
CUST02318,Male,33,Yes,No,3.6,Month-to-Month,Mailed Check,DSL,49.9,2183.28,Yes,No,No
CUST02319,Male,25,No,Yes,4.5,Month-to-Month,Mailed Check,DSL,48.77,2715.21,Yes,Yes,No
CUST02320,Male,64,Yes,Yes,1.0,Month-to-Month,Bank Transfer,No,31.5,346.15,No,Yes,No
CUST02321,Male,34,Yes,Yes,1.0,Month-to-Month,Credit Card,DSL,61.33,1071.68,No,Yes,Yes
CUST02322,Female,34,Yes,No,7.1,Two Year,Credit Card,No,28.09,2350.53,No,No,No
CUST02323,Female,71,No,Yes,1.3,Two Year,Bank Transfer,No,15.0,211.75,Yes,Yes,Yes
CUST02324,Female,43,No,No,0.2,Month-to-Month,Bank Transfer,No,25.77,101.52,No,No,No
CUST02325,Male,30,No,No,2.8,Month-to-Month,Mailed Check,No,20.72,721.81,Yes,Yes,Yes
CUST02326,Male,34,No,Yes,0.4,Month-to-Month,Bank Transfer,No,34.49,211.79,No,No,No
CUST02327,Female,55,No,No,4.8,Month-to-Month,Mailed Check,DSL,71.4,4265.87,No,Yes,Yes
CUST02328,Male,34,Yes,No,3.1,Month-to-Month,Credit Card,DSL,57.3,2024.9,No,No,No
CUST02329,Male,65,No,Yes,6.2,Month-to-Month,Bank Transfer,Fiber Optic,88.53,6652.53,No,No,Yes
CUST02330,Female,31,Yes,No,4.6,One Year,Credit Card,Fiber Optic,91.5,4794.94,No,No,No
CUST02331,Female,62,No,No,0.4,One Year,Mailed Check,DSL,65.78,455.96,Yes,Yes,No
CUST02332,Female,23,No,No,1.4,Month-to-Month,Electronic Check,Fiber Optic,80.35,1509.77,Yes,Yes,No
CUST02333,Female,52,No,Yes,4.5,Month-to-Month,Electronic Check,Fiber Optic,84.58,4743.63,No,No,Yes
CUST02334,Male,63,Yes,No,1.6,One Year,Credit Card,No,37.59,717.72,Yes,Yes,Yes
CUST02335,Male,31,Yes,No,10.8,Two Year,Mailed Check,Fiber Optic,77.47,10198.79,Yes,Yes,No
CUST02336,Female,64,No,No,4.0,Month-to-Month,Mailed Check,Fiber Optic,72.93,3525.02,No,Yes,Yes
CUST02337,Male,25,No,Yes,0.0,Month-to-Month,Electronic Check,Fiber Optic,81.28,224.84,No,No,Yes
CUST02338,Female,32,No,No,6.4,Month-to-Month,Mailed Check,Fiber Optic,95.05,7241.22,No,Yes,No
CUST02339,Female,71,Yes,No,0.3,Month-to-Month,Mailed Check,No,31.12,91.94,Yes,Yes,No
CUST02340,Male,44,No,No,0.5,Month-to-Month,Credit Card,DSL,51.27,351.47,Yes,Yes,Yes
CUST02341,Female,30,No,No,4.0,Month-to-Month,Electronic Check,Fiber Optic,93.13,4234.98,No,No,No
CUST02342,Male,66,No,No,6.0,Month-to-Month,Mailed Check,Fiber Optic,89.43,6396.48,No,No,No
CUST02343,Male,48,No,No,2.3,Month-to-Month,Credit Card,Fiber Optic,78.78,2166.42,No,No,Yes
CUST02344,Male,70,No,No,1.0,One Year,Bank Transfer,DSL,53.48,498.81,No,Yes,No
CUST02345,Male,73,No,No,1.3,Month-to-Month,Electronic Check,DSL,46.81,739.44,No,No,Yes
CUST02346,Female,52,No,Yes,1.3,One Year,Credit Card,DSL,56.15,931.45,Yes,Yes,Yes
CUST02347,Male,23,No,No,1.2,Month-to-Month,Bank Transfer,DSL,60.09,965.82,Yes,Yes,No
CUST02348,Female,22,Yes,No,0.8,Month-to-Month,Mailed Check,No,15.0,99.06,Yes,No,No
CUST02349,Female,39,Yes,Yes,2.8,Two Year,Mailed Check,Fiber Optic,76.84,2737.49,No,No,No
CUST02350,Female,66,No,No,6.9,One Year,Bank Transfer,DSL,68.43,5381.71,Yes,No,No
CUST02351,Female,40,No,Yes,1.1,Month-to-Month,Credit Card,Fiber Optic,82.32,937.28,No,No,No
CUST02352,Male,42,No,No,0.6,One Year,Mailed Check,DSL,68.27,770.31,No,Yes,No
CUST02353,Male,51,No,No,5.5,One Year,Mailed Check,No,19.8,1312.86,Yes,Yes,No
CUST02354,Female,43,Yes,Yes,4.1,Month-to-Month,Credit Card,Fiber Optic,80.75,3803.89,No,Yes,Yes
CUST02355,Female,64,No,No,8.0,Month-to-Month,Credit Card,No,31.74,2960.67,No,No,No
CUST02356,Male,22,No,Yes,0.5,Two Year,Bank Transfer,DSL,52.45,181.87,No,No,Yes
CUST02357,Female,43,Yes,No,0.5,Month-to-Month,Mailed Check,No,40.12,164.73,No,Yes,Yes
CUST02358,Male,37,Yes,No,2.3,Month-to-Month,Credit Card,DSL,54.05,1597.2,Yes,No,No
CUST02359,Female,23,No,No,2.9,Month-to-Month,Electronic Check,DSL,60.7,2178.76,No,Yes,No
CUST02360,Male,23,Yes,Yes,2.0,One Year,Bank Transfer,DSL,46.26,1209.1,Yes,Yes,No
CUST02361,Female,67,No,Yes,2.7,Two Year,Bank Transfer,Fiber Optic,87.12,2638.12,No,Yes,Yes
CUST02362,Female,35,Yes,No,0.6,Two Year,Bank Transfer,DSL,52.49,168.7,No,No,Yes
CUST02363,Male,21,No,No,2.0,One Year,Bank Transfer,Fiber Optic,76.99,1946.12,No,No,No
CUST02364,Female,34,No,Yes,3.2,Two Year,Electronic Check,No,33.73,1291.0,Yes,No,Yes
CUST02365,Female,74,No,Yes,1.7,One Year,Bank Transfer,DSL,65.9,1239.39,No,No,No
CUST02366,Male,31,Yes,Yes,3.4,One Year,Bank Transfer,DSL,50.24,2149.75,No,No,No
CUST02367,Female,31,No,No,1.8,Two Year,Credit Card,No,33.38,807.76,No,No,No
CUST02368,Male,30,Yes,No,1.2,Month-to-Month,Mailed Check,Fiber Optic,83.28,1486.32,Yes,Yes,Yes
CUST02369,Male,24,Yes,Yes,1.1,One Year,Bank Transfer,No,30.86,343.68,No,No,No
CUST02370,Female,61,No,No,1.6,One Year,Credit Card,Fiber Optic,91.72,1986.5,Yes,Yes,Yes
CUST02371,Female,72,No,Yes,0.1,Two Year,Credit Card,Fiber Optic,96.53,191.07,Yes,No,Yes
CUST02372,Female,32,No,No,3.3,Two Year,Mailed Check,DSL,64.94,2490.56,Yes,No,No
CUST02373,Female,36,Yes,No,5.6,Two Year,Credit Card,No,24.0,1671.1,Yes,No,No
CUST02374,Female,60,Yes,No,1.3,Two Year,Credit Card,No,19.25,266.17,No,Yes,Yes
CUST02375,Female,64,Yes,No,0.1,Month-to-Month,Bank Transfer,No,15.0,0.0,No,Yes,No
CUST02376,Female,61,No,No,13.0,Month-to-Month,Bank Transfer,Fiber Optic,90.06,14212.73,No,Yes,No
CUST02377,Male,52,No,No,0.9,Month-to-Month,Credit Card,No,25.79,246.79,Yes,Yes,No
CUST02378,Female,34,No,No,0.4,Month-to-Month,Electronic Check,Fiber Optic,93.5,524.78,Yes,Yes,Yes
CUST02379,Male,52,No,No,1.4,Month-to-Month,Mailed Check,Fiber Optic,76.72,1212.42,Yes,Yes,Yes
CUST02380,Female,36,Yes,Yes,4.0,Month-to-Month,Credit Card,No,33.57,1623.01,Yes,No,No
CUST02381,Female,37,Yes,No,1.0,Month-to-Month,Credit Card,DSL,40.84,510.18,No,Yes,No
CUST02382,Male,53,Yes,No,2.6,Two Year,Electronic Check,DSL,59.04,1728.78,No,No,No
CUST02383,Female,52,Yes,Yes,1.6,Month-to-Month,Mailed Check,DSL,58.13,1140.22,No,No,Yes
CUST02384,Female,49,Yes,Yes,0.4,Two Year,Credit Card,Fiber Optic,76.2,285.63,No,Yes,Yes
CUST02385,Male,65,No,No,1.2,Two Year,Credit Card,Fiber Optic,86.54,1080.63,Yes,Yes,No
CUST02386,Female,61,Yes,Yes,3.9,Month-to-Month,Bank Transfer,Fiber Optic,101.55,4526.52,Yes,No,No
CUST02387,Female,57,No,No,2.8,Month-to-Month,Credit Card,No,35.5,1114.64,No,No,Yes
CUST02388,Female,41,Yes,No,0.4,One Year,Electronic Check,Fiber Optic,108.64,389.67,No,Yes,No
CUST02389,Male,34,No,No,0.5,One Year,Credit Card,DSL,56.23,401.92,No,Yes,Yes
CUST02390,Female,24,No,No,3.1,Month-to-Month,Mailed Check,Fiber Optic,89.63,3089.59,Yes,No,No
CUST02391,Female,60,No,No,5.0,Month-to-Month,Mailed Check,No,26.19,1575.81,Yes,Yes,No
CUST02392,Female,67,Yes,No,1.3,Month-to-Month,Electronic Check,DSL,56.97,931.44,Yes,Yes,Yes
CUST02393,Female,18,No,Yes,2.7,Month-to-Month,Credit Card,Fiber Optic,77.19,2655.45,No,No,No
CUST02394,Male,52,No,No,0.6,Month-to-Month,Credit Card,DSL,62.24,380.31,Yes,No,No
CUST02395,Male,49,Yes,Yes,1.1,Month-to-Month,Credit Card,Fiber Optic,78.56,1062.49,No,Yes,Yes
CUST02396,Female,53,Yes,Yes,0.1,One Year,Credit Card,DSL,68.33,0.0,No,No,Yes
CUST02397,Female,30,Yes,No,4.4,Two Year,Credit Card,DSL,44.23,2220.2,No,No,Yes
CUST02398,Male,23,No,Yes,1.5,One Year,Mailed Check,Fiber Optic,82.56,1545.95,Yes,No,No
CUST02399,Male,31,No,No,5.1,Two Year,Bank Transfer,No,28.01,1830.02,No,Yes,No
CUST02400,Female,54,No,Yes,3.7,One Year,Mailed Check,Fiber Optic,76.06,3477.33,Yes,Yes,No
CUST02401,Male,65,Yes,Yes,5.3,One Year,Bank Transfer,No,31.88,1949.89,No,Yes,No
CUST02402,Female,32,Yes,Yes,1.0,Month-to-Month,Mailed Check,Fiber Optic,80.73,786.68,Yes,Yes,Yes
CUST02403,Male,64,No,Yes,0.6,Month-to-Month,Electronic Check,DSL,66.23,558.48,Yes,No,Yes
CUST02404,Male,21,Yes,No,10.7,Two Year,Credit Card,DSL,48.5,6297.64,Yes,No,No
CUST02405,Male,57,No,No,3.8,Two Year,Bank Transfer,No,33.37,1525.24,No,No,No
CUST02406,Male,33,No,No,5.4,Month-to-Month,Mailed Check,Fiber Optic,84.31,5427.9,Yes,Yes,No
CUST02407,Female,45,Yes,No,0.0,Month-to-Month,Bank Transfer,No,28.29,29.55,No,No,No
CUST02408,Male,33,No,Yes,1.3,One Year,Credit Card,DSL,55.73,754.45,Yes,No,No
CUST02409,Male,21,Yes,No,4.1,Month-to-Month,Electronic Check,DSL,60.67,3109.42,Yes,Yes,Yes
CUST02410,Female,62,No,Yes,0.2,Month-to-Month,Credit Card,Fiber Optic,69.9,217.21,No,Yes,No
CUST02411,Male,43,Yes,No,2.5,Two Year,Mailed Check,DSL,55.38,1572.11,Yes,No,No
CUST02412,Male,45,No,No,1.7,Month-to-Month,Mailed Check,DSL,48.39,979.07,No,Yes,Yes
CUST02413,Female,49,Yes,No,0.1,One Year,Bank Transfer,Fiber Optic,79.0,643.13,No,Yes,No
CUST02414,Male,62,Yes,No,0.8,Two Year,Electronic Check,Fiber Optic,86.95,783.67,No,Yes,Yes
CUST02415,Female,19,No,No,1.0,Month-to-Month,Electronic Check,DSL,63.8,837.44,Yes,No,No
CUST02416,Female,48,Yes,No,0.4,Month-to-Month,Mailed Check,DSL,67.41,436.05,No,Yes,Yes
CUST02417,Female,20,No,No,3.0,Month-to-Month,Bank Transfer,Fiber Optic,80.35,2923.34,No,No,Yes
CUST02418,Female,71,Yes,Yes,0.8,Month-to-Month,Credit Card,Fiber Optic,62.21,547.21,No,Yes,No
CUST02419,Male,25,No,No,1.0,One Year,Credit Card,Fiber Optic,85.56,902.16,Yes,Yes,No
CUST02420,Female,41,Yes,No,6.9,Month-to-Month,Mailed Check,Fiber Optic,70.45,5809.06,No,No,No
CUST02421,Male,32,No,No,1.9,Month-to-Month,Mailed Check,No,33.53,754.92,No,Yes,Yes
CUST02422,Male,60,Yes,Yes,1.5,Month-to-Month,Credit Card,Fiber Optic,77.81,1598.93,No,Yes,Yes
CUST02423,Male,48,Yes,No,3.9,Month-to-Month,Credit Card,No,32.74,1636.95,No,No,Yes
CUST02424,Male,26,Yes,No,7.2,Month-to-Month,Credit Card,Fiber Optic,78.17,7037.33,No,Yes,No
